"Civilization,Date Started,Date Ended,Location
Mesopotamia,3400-3000 BC,7th century CE,Between the Tigris and Euphrates rivers, in the northern part of the Fertile Crescent, modern-day Iraq, Kuwait, Turkey, and Syria
India,2600-1900 BCE,1947 CE,South Asia, between latitudes 8°4' north (the mainland) to 37°6' north latitude and 68°7' east to 97°25' east longitude"
